order_id,product_id,order_date,courier_delivery,city,district,type_of_delivery,estimated_delivery_time_days,product_rating,ontime
376497,290,2023/11/02,JNE,Bogor,Ciawi,Express,1,4,Ontime
275505,217,2022/12/11,JNE,Denpasar,Pecatu,Express,4,5,Ontime
781792,132,16/09/22,JNE,Medan,Medan Helvetia,Same Day,2,4,Ontime
468762,286,31/08/22,J&T Express,Palembang,Sukarami,Express,2 days,2,Ontime
230328,288,2023/09/04,SiCepat,Malang,Pakisaji,Next Day,five,3,Ontime
189871,286,2022/07/12,J&T Express,Depok,Bojongsari,Express,1,4,Ontime
231852,249,30/04/23,J&T Express,Jakarta,Kebayoran Baru,Reguler,1 days,2,Ontime
576845,287,24/12/22,POS Indonesia,Pekanbaru,Pekanbaru Kota,Reguler,5,4,Ontime
107499,218,24/08/22,J&T Express,Bandar Lampung,Enggal,Express,five,3,Ontime
389030,170,2023/02/04,SiCepat,Malang,Pakis,Reguler,4,5,Ontime
347411,143,2022/11/09,JNE,Bogor,Bogor Tengah,Same Day,,1,Ontime
776979,239,19/10/22,Ninja Xpress,Padang,Nanggalo,Express,1,4,Ontime
670103,193,18/10/22,JNE,Padang,Nanggalo,Next Day,5,4,Ontime
534272,115,2023/12/01,SiCepat,Pekanbaru,Sail,Express,4,5,Ontime
729864,195,15/10/22,Ninja Xpress,Semarang,Semarang Utara,Next Day,,1,Ontime
14813,113,2023/11/02,SiCepat,Medan,Medan Tuntungan,Next Day,five,3,Ontime
774042,294,22/01/23,SiCepat,Semarang,Semarang Tengah,Express,3,5,Ontime
802169,201,26/04/23,J&T Express,Malang,Pakisaji,Next Day,1,5,Ontime
469521,167,21/03/23,POS Indonesia,Bekasi,Bekasi Utara,Same Day,five,3,Ontime
517353,113,18/09/22,J&T Express,Bekasi,Pondok Melati,Reguler,five,3,Ontime
258073,238,2022/12/09,JNE,Pekanbaru,Tampan,Express,five,3,Ontime
665249,197,26/11/22,J&T Express,Semarang,Gayamsari,Reguler,3 days,2,Ontime
279897,286,14/11/22,Ninja Xpress,Bandar Lampung,Tanjung Karang Timur,Next Day,3,5,Ontime
481693,123,25/08/22,JNE,Padang,Koto Tangah,Express,3,5,Ontime
344486,281,17/09/22,J&T Express,Padang,Bungus Teluk Kabung,Express,,1,Ontime
883216,298,2022/01/10,POS Indonesia,Pontianak,Pontianak Selatan,Next Day,,1,Ontime
444669,218,2023/08/05,SiCepat,Bandung,Cinambo,Reguler,five,3,Ontime
574166,214,14/09/22,POS Indonesia,Batam,Batu Aji,Next Day,3,5,Ontime
729980,233,2022/10/10,JNE,Tangerang,Benda,Next Day,1,4,Ontime
344903,241,27/07/22,J&T Express,Padang,Nanggalo,Next Day,1,5,Ontime
534609,202,20/01/23,JNE,Jakarta,Cipayung,Express,five,3,Ontime
745174,121,23/03/23,Ninja Xpress,Malang,Tumpang,Same Day,,1,Ontime
406839,173,2022/12/08,Ninja Xpress,Palembang,Seberang Ulu III,Reguler,,1,Ontime
291887,138,30/05/23,POS Indonesia,Depok,Limo,Reguler,1,5,Ontime
883804,130,2023/08/04,POS Indonesia,Surakarta,Pasarsragen,Express,5,4,Ontime
206687,266,28/11/22,J&T Express,Semarang,Semanan,Same Day,4,5,Ontime
287533,249,30/08/22,J&T Express,Bogor,Cileungsi,Reguler,3,5,Ontime
55205,167,2023/08/05,J&T Express,Denpasar,Sanur,Reguler,2,5,Ontime
951176,259,2023/08/05,POS Indonesia,Bandar Lampung,Teluk Betung Selatan,Reguler,,1,Ontime
464020,229,20/05/23,SiCepat,Tangerang,Serpong Utara,Express,3,4,Ontime
882474,122,13/08/22,J&T Express,Palembang,Seberang Ulu III,Next Day,,1,Ontime
87745,280,2023/12/01,Ninja Xpress,Bandar Lampung,Panjang,Reguler,3,5,Ontime
521646,211,2023/11/06,POS Indonesia,Padang,Lubuk Kilangan,Reguler,4 days,2,Ontime
133176,146,29/05/23,J&T Express,Bandung,Cinambo,Next Day,five,3,Ontime
814792,113,2023/06/01,SiCepat,Batam,Bengkong,Express,4,4,Ontime
908181,228,19/07/22,POS Indonesia,Makassar,Ujung Pandang,Reguler,4,4,Ontime
255057,148,21/12/22,Ninja Xpress,Jakarta,Mampang Prapatan,Next Day,,1,Ontime
658153,202,2023/06/01,J&T Express,Bekasi,Jatiwaringin,Same Day,,1,Ontime
444728,237,18/05/23,Ninja Xpress,Jakarta,Cempaka Putih,Express,five,3,Ontime
276680,182,2023/07/04,Ninja Xpress,Bandar Lampung,Rajabasa,Next Day,2,4,Ontime
723208,298,30/03/23,Ninja Xpress,Bogor,Cibinong,Next Day,,1,Ontime
913659,280,15/07/22,SiCepat,Surabaya,Asemrowo,Express,2 days,2,Ontime
360810,237,20/03/23,Ninja Xpress,Semarang,Prajurit Kulon,Next Day,4,5,Ontime
15986,224,28/07/22,JNE,Jakarta,Gambir,Next Day,5,5,Ontime
12024,261,19/12/22,Ninja Xpress,Bogor,Bogor Barat,Same Day,five,3,Ontime
666198,253,21/04/23,JNE,Denpasar,Kuta,Express,4,5,Ontime
550613,145,20/05/23,JNE,Jakarta,Kebayoran Lama,Same Day,,1,Ontime
968002,147,2022/08/12,POS Indonesia,Pontianak,Pontianak Kota,Same Day,1,4,Ontime
261189,156,2022/11/11,Ninja Xpress,Surakarta,Jenawi,Express,,1,Ontime
547645,122,30/07/22,J&T Express,Depok,Beji,Next Day,4 days,2,Ontime
743508,285,2022/05/11,SiCepat,Semarang,Tugu Mulyo,Reguler,,1,Ontime
115169,120,30/10/22,POS Indonesia,Yogyakarta,Panembahan,Reguler,5,4,Ontime
540597,194,16/10/22,SiCepat,Palembang,Jakabaring,Reguler,,1,Ontime
785128,249,18/11/22,J&T Express,Denpasar,Denpasar Tengah,Next Day,5,5,Ontime
336919,127,14/09/22,JNE,Palembang,Sako,Same Day,,1,Ontime
101240,193,2022/02/09,POS Indonesia,Tangerang,Ciputat,Next Day,2 days,2,Ontime
399740,197,21/06/22,Ninja Xpress,Bandung,Kiaracondong,Express,3,4,Ontime
994375,123,26/05/23,J&T Express,Semarang,Banyumanik,Same Day,five,3,Ontime
481261,207,2023/03/03,JNE,Tangerang,Serpong Utara,Reguler,2,4,Ontime
71199,160,14/03/23,POS Indonesia,Semarang,Tugu,Express,3,5,Ontime
674836,156,19/03/23,JNE,Denpasar,Denpasar Barat,Same Day,5 days,2,Ontime
11703,229,15/06/22,POS Indonesia,Bandar Lampung,Langkapura,Next Day,,1,Ontime
860128,265,15/04/23,Ninja Xpress,Makassar,Batu,Express,4 days,2,Ontime
8775,241,13/05/23,SiCepat,Denpasar,Sesetan,Same Day,five,3,Ontime
739684,211,21/03/23,Ninja Xpress,Bekasi,Bekasi Utara,Express,,1,Ontime
699294,234,2022/12/06,POS Indonesia,Denpasar,Pecatu,Reguler,five,3,Ontime
89992,271,25/11/22,J&T Express,Bogor,Jonggol,Next Day,five,3,Ontime
759128,290,25/11/22,POS Indonesia,Padang,Lubuk Begalung,Reguler,five,3,Ontime
378750,252,2022/02/11,SiCepat,Malang,Sumbermanjing,Same Day,five,3,Ontime
45549,280,22/04/23,J&T Express,Palembang,Ilir Barat II,Next Day,5 days,2,Ontime
53042,280,13/01/23,J&T Express,Palembang,Seberang Ulu II,Express,,1,Ontime
200113,210,14/04/23,Ninja Xpress,Denpasar,Padangsambian Klod,Reguler,2 days,2,Ontime
797169,162,2023/03/05,POS Indonesia,Semarang,Mijen,Next Day,five,3,Ontime
368277,205,18/04/23,POS Indonesia,Tangerang,Pagedangan,Express,,1,Ontime
262387,190,26/08/22,POS Indonesia,Bandar Lampung,Tanjung Karang Timur,Next Day,5,4,Ontime
504820,115,2023/04/04,POS Indonesia,Surakarta,Berbek,Same Day,,1,Ontime
928105,236,31/05/23,POS Indonesia,Depok,Mekarsari,Express,five,3,Ontime
406951,122,16/01/23,J&T Express,Pekanbaru,Sail,Reguler,2 days,2,Ontime
629275,176,2023/09/02,POS Indonesia,Bekasi,Bekasi Utara,Next Day,five,3,Ontime
16364,210,20/12/22,Ninja Xpress,Malang,Tumpang,Next Day,4,4,Ontime
109183,184,2023/11/04,SiCepat,Makassar,Makassar Barat,Same Day,,1,Ontime
618589,182,25/07/22,SiCepat,Padang,Pauh,Reguler,5 days,2,Ontime
193990,128,26/06/22,Ninja Xpress,Surabaya,Lakarsantri,Same Day,,1,Ontime
881917,145,2023/03/03,Ninja Xpress,Jakarta,Tebet,Reguler,1,5,Ontime
674070,137,2023/01/05,J&T Express,Makassar,Tallo,Reguler,5 days,2,Ontime
207157,180,30/01/23,JNE,Bandung,Bojongloa Kaler,Express,five,3,Ontime
946793,188,31/03/23,J&T Express,Pontianak,Pontianak Selatan,Express,five,3,Ontime
894795,297,26/06/22,POS Indonesia,Bandung,Buahbatu,Next Day,1 days,2,Ontime
964146,169,26/04/23,SiCepat,Bandung,Babakan Ciparay,Next Day,4,5,Ontime
664966,292,23/09/22,Ninja Xpress,Tangerang,Pinang,Same Day,4,5,Ontime
749143,234,18/02/23,JNE,Denpasar,Kedonganan,Express,,1,Ontime
156563,289,16/10/22,POS Indonesia,Yogyakarta,Mantrijeron,Reguler,five,3,Ontime
557402,111,26/05/23,Ninja Xpress,Pontianak,Pontianak Tenggara,Reguler,2,5,Ontime
348069,273,2022/06/08,JNE,Medan,Medan Kota,Reguler,5,4,Ontime
804397,123,21/12/22,J&T Express,Jakarta,Kemayoran,Express,five,3,Ontime
803079,225,20/06/22,J&T Express,Medan,Medan Area,Express,five,3,Ontime
424994,236,2022/02/10,JNE,Batam,Batam Kota,Reguler,4 days,2,Ontime
123540,122,18/04/23,J&T Express,Padang,Lubuk Begalung,Same Day,five,3,Ontime
566736,150,2023/10/04,Ninja Xpress,Depok,Beji,Reguler,3,4,Ontime
263806,299,15/03/23,SiCepat,Semarang,Candisari,Next Day,1,4,Ontime
606709,218,21/04/23,J&T Express,Yogyakarta,Kraton,Same Day,2 days,2,Ontime
799349,135,29/05/23,POS Indonesia,Batam,Batu Aji,Reguler,five,3,Ontime
126761,270,30/10/22,J&T Express,Surabaya,Tambaksari,Express,1,4,Ontime
459850,196,16/08/22,SiCepat,Semarang,Banyumanik,Express,,1,Ontime
563880,276,19/10/22,SiCepat,Medan,Medan Marelan,Reguler,1,4,Ontime
530438,287,26/04/23,POS Indonesia,Bandar Lampung,Sukabumi,Express,5 days,2,Ontime
36931,269,2023/02/02,J&T Express,Medan,Medan Baru,Express,,1,Ontime
228496,164,29/11/22,Ninja Xpress,Bogor,Cileungsi,Reguler,4 days,2,Ontime
482921,210,24/07/22,POS Indonesia,Bandar Lampung,Teluk Betung Utara,Next Day,4,4,Ontime
840350,282,27/08/22,POS Indonesia,Jakarta,Pancoran,Next Day,2 days,2,Ontime
259740,160,15/02/23,J&T Express,Malang,Poncokusumo,Same Day,5 days,2,Ontime
46457,218,2022/04/07,JNE,Surabaya,Lakarsantri,Same Day,2,5,Ontime
596098,125,2022/03/11,SiCepat,Yogyakarta,Sewon,Same Day,,1,Ontime
558506,163,2023/09/05,J&T Express,Medan,Medan Area,Reguler,,1,Ontime
238461,269,2023/12/05,J&T Express,Semarang,Tembalang,Express,,1,Ontime
728382,270,23/06/22,JNE,Medan,Medan Area,Reguler,1,4,Ontime
187806,214,2022/05/07,J&T Express,Bekasi,Medan Satria,Same Day,2 days,2,Ontime
116142,161,2022/10/08,SiCepat,Surakarta,Mojogedang,Same Day,4,5,Ontime
64545,231,21/03/23,JNE,Bandung,Cidadap,Reguler,,1,Ontime
893638,207,25/09/22,Ninja Xpress,Bekasi,Bekasi Utara,Express,five,3,Ontime
175388,115,25/09/22,Ninja Xpress,Semarang,Pedurungan,Same Day,five,3,Ontime
932248,220,28/08/22,J&T Express,Jakarta,Grogol Petamburan,Express,,1,Ontime
696566,231,24/01/23,SiCepat,Denpasar,Sesetan,Reguler,five,3,Ontime
650058,215,15/07/22,POS Indonesia,Medan,Medan Selayang,Reguler,5,5,Ontime
399081,254,16/12/22,JNE,Bogor,Cigombong,Next Day,5,4,Ontime
906975,141,22/10/22,J&T Express,Jakarta,Sawah Besar,Reguler,3,4,Ontime
370590,216,25/06/22,JNE,Malang,Lawang,Express,2 days,2,Ontime
127403,254,25/02/23,Ninja Xpress,Pontianak,Pontianak Utara,Next Day,3,5,Ontime
723046,207,23/08/22,J&T Express,Pontianak,Pontianak Barat,Reguler,2 days,2,Ontime
400360,215,23/08/22,JNE,Medan,Medan Perjuangan,Next Day,,1,Ontime
18533,141,29/10/22,POS Indonesia,Bogor,Gunung Putri,Next Day,,1,Ontime
794023,165,2022/01/12,SiCepat,Depok,Tapos,Next Day,1 days,2,Ontime
89300,134,19/05/23,POS Indonesia,Pontianak,Pontianak Timur,Next Day,3 days,2,Ontime
173670,283,25/10/22,SiCepat,Yogyakarta,Umbulharjo,Reguler,2,5,Ontime
760455,205,29/11/22,Ninja Xpress,Bogor,Leuwiliang,Express,5,5,Ontime
793983,175,25/07/22,Ninja Xpress,Pontianak,Pontianak Tenggara,Same Day,five,3,Ontime
538905,118,27/11/22,POS Indonesia,Bekasi,Bekasi Barat,Same Day,3,5,Ontime
654396,140,2022/02/09,J&T Express,Tangerang,Ciledug,Next Day,2,5,Ontime
326351,129,2023/06/02,POS Indonesia,Pontianak,Pontianak Timur,Reguler,five,3,Ontime
478530,131,2023/04/05,JNE,Pontianak,Pontianak Barat,Reguler,4 days,2,Ontime
988731,208,2022/09/08,J&T Express,Semarang,Candisari,Next Day,,1,Ontime
130464,201,17/03/23,J&T Express,Medan,Medan Polonia,Same Day,1,5,Ontime
177529,198,15/07/22,J&T Express,Surakarta,Ngargoyoso,Reguler,,1,Ontime
645323,202,16/10/22,J&T Express,Batam,Sekupang,Reguler,,1,Ontime
66415,141,29/05/23,JNE,Surabaya,Simokerto,Next Day,five,3,Ontime
828362,195,2022/01/08,Ninja Xpress,Malang,Sukun,Reguler,3,5,Ontime
854190,283,2023/07/04,POS Indonesia,Surabaya,Simokerto,Express,five,3,Ontime
671798,283,2023/04/04,JNE,Denpasar,Sanur,Express,,1,Ontime
89022,218,2022/11/11,POS Indonesia,Yogyakarta,Gedong Tengen,Same Day,2,4,Ontime
819645,223,23/01/23,POS Indonesia,Makassar,Tamalate,Next Day,3,5,Ontime
574256,162,27/02/23,J&T Express,Denpasar,Renon,Express,3,5,Ontime
268673,292,14/12/22,POS Indonesia,Semarang,Semanan,Same Day,2,4,Ontime
64614,227,21/02/23,Ninja Xpress,Malang,Lowokwaru,Express,1 days,2,Ontime
760370,281,29/06/22,POS Indonesia,Pontianak,Pontianak Barat,Next Day,five,3,Ontime
758371,244,22/12/22,J&T Express,Bandung,Cibeunying Kaler,Express,3,4,Ontime
442899,204,2022/10/07,Ninja Xpress,Bandar Lampung,Sukabumi,Same Day,5,5,Ontime
30708,182,15/08/22,JNE,Surabaya,Bubutan,Same Day,2 days,2,Ontime
275557,269,18/01/23,Ninja Xpress,Malang,Kedungkandang,Next Day,,1,Ontime
587530,260,22/01/23,SiCepat,Bandar Lampung,Tanjung Senang,Express,5,4,Ontime
806007,283,2022/02/08,J&T Express,Pekanbaru,Rumbai,Same Day,4 days,2,Ontime
776809,136,25/07/22,SiCepat,Bandar Lampung,Sukabumi,Same Day,five,3,Ontime
988434,135,14/05/23,Ninja Xpress,Surabaya,Pabean Cantian,Reguler,5,5,Ontime
859887,132,16/06/22,SiCepat,Pontianak,Pontianak Barat,Next Day,3,4,Ontime
934698,216,2023/06/04,J&T Express,Pekanbaru,Payung Sekaki,Reguler,five,3,Ontime
241832,293,2022/08/10,POS Indonesia,Surabaya,Bulak,Express,2,4,Ontime
741869,261,27/11/22,POS Indonesia,Tangerang,Pasar Kemis,Reguler,five,3,Ontime
504749,225,27/10/22,JNE,Jakarta,Kramat Jati,Next Day,,1,Ontime
61058,298,16/07/22,SiCepat,Bandar Lampung,Tanjung Karang Timur,Same Day,,1,Ontime
589102,232,2023/08/05,JNE,Pontianak,Pontianak Barat,Next Day,2,4,Ontime
950269,125,13/07/22,POS Indonesia,Depok,Tapos,Reguler,1,5,Ontime
512621,216,2022/03/09,J&T Express,Tangerang,Sepatan,Next Day,five,3,Ontime
618585,244,2022/05/08,POS Indonesia,Batam,Bulang,Reguler,4,5,Ontime
632899,154,16/07/22,SiCepat,Batam,Bulang,Same Day,five,3,Ontime
525536,293,2023/12/03,JNE,Denpasar,Kuta,Reguler,3,4,Ontime
385620,238,2023/06/04,JNE,Bogor,Parung Panjang,Express,1 days,2,Ontime
461424,189,17/10/22,POS Indonesia,Pekanbaru,Rumbai,Same Day,2,5,Ontime
78587,232,2023/06/04,Ninja Xpress,Pontianak,Pontianak Selatan,Next Day,,1,Ontime
298728,228,15/10/22,JNE,Tangerang,Karawaci,Same Day,3 days,2,Ontime
740122,299,17/11/22,JNE,Bandar Lampung,Sukarame,Same Day,,1,Ontime
515505,299,25/02/23,SiCepat,Pekanbaru,Rumbai,Reguler,1 days,2,Ontime
496109,132,2022/11/12,POS Indonesia,Denpasar,Kerobokan,Reguler,2,4,Ontime
890392,277,23/09/22,Ninja Xpress,Surakarta,Jatipuro,Same Day,3,4,Ontime
559480,189,2022/03/12,SiCepat,Surabaya,Rungkut,Reguler,five,3,Ontime
970771,167,25/04/23,JNE,Bogor,Bogor Selatan,Express,2 days,2,Ontime
372752,148,25/12/22,JNE,Bandung,Mandalajati,Next Day,,1,Ontime
572400,270,2022/04/08,JNE,Tangerang,Pagedangan,Next Day,2 days,2,Ontime
390088,261,19/08/22,Ninja Xpress,Depok,Sawangan,Next Day,3 days,2,Ontime
607329,184,2022/04/12,SiCepat,Bogor,Tanah Sereal,Express,3,5,Ontime
486025,298,23/08/22,POS Indonesia,Bogor,Cigombong,Next Day,2,5,Ontime
758016,148,27/02/23,SiCepat,Bandung,Coblong,Same Day,2,4,Ontime
792345,213,2023/09/06,SiCepat,Tangerang,Serpong Selatan,Next Day,five,3,Ontime
253517,184,24/01/23,SiCepat,Tangerang,Kosambi,Next Day,5,5,Ontime
620574,271,17/05/23,JNE,Tangerang,Curug,Next Day,1,5,Ontime
290513,241,15/01/23,JNE,Bandung,Kiaracondong,Same Day,,1,Ontime
420350,250,2023/08/02,SiCepat,Pontianak,Pontianak Tenggara,Next Day,5 days,2,Ontime
453860,237,24/05/23,POS Indonesia,Bandar Lampung,Tanjung Senang,Same Day,five,3,Ontime
103253,151,18/08/22,SiCepat,Yogyakarta,Prawirotaman,Express,2,5,Ontime
798971,216,29/05/23,J&T Express,Malang,Lowokwaru,Reguler,2,4,Ontime
149964,269,2022/08/12,POS Indonesia,Semarang,Semarang Utara,Same Day,1 days,2,Ontime
643203,142,2022/10/07,JNE,Bogor,Ciawi,Reguler,4,4,Ontime
600019,179,2022/02/09,POS Indonesia,Padang,Nanggalo,Next Day,2 days,2,Ontime
652682,268,14/08/22,POS Indonesia,Pontianak,Pontianak Barat,Next Day,3,4,Ontime
211823,210,15/08/22,JNE,Bandung,Cibiru,Same Day,five,3,Ontime
899179,122,26/06/22,POS Indonesia,Padang,Koto Tangah,Reguler,5,5,Ontime
855495,190,17/10/22,J&T Express,Depok,Cilodong,Express,,1,Ontime
61210,294,18/08/22,JNE,Yogyakarta,Keparakan,Same Day,1,4,Ontime
456012,126,13/03/23,POS Indonesia,Padang,Bungus Teluk Kabung,Express,5,4,Ontime
399369,189,21/01/23,J&T Express,Bogor,Parung Panjang,Next Day,5,4,Ontime
77349,228,2022/05/10,JNE,Denpasar,Jimbaran,Express,5 days,2,Ontime
221592,134,28/04/23,Ninja Xpress,Batam,Galang,Same Day,,1,Ontime
310241,232,29/10/22,JNE,Denpasar,Renon,Express,5 days,2,Ontime
152452,284,29/03/23,Ninja Xpress,Yogyakarta,Gondomanan,Express,,1,Ontime
83838,168,29/11/22,J&T Express,Padang,Padang Utara,Express,3,5,Ontime
632037,200,30/07/22,J&T Express,Malang,Pakis,Reguler,1,4,Ontime
677617,245,16/09/22,SiCepat,Yogyakarta,Gondomanan,Reguler,5,4,Ontime
41062,153,25/10/22,SiCepat,Malang,Singosari,Same Day,five,3,Ontime
652245,225,17/07/22,SiCepat,Palembang,Bukit Kecil,Reguler,five,3,Ontime
119254,244,30/04/23,Ninja Xpress,Semarang,Semarang Timur,Same Day,,1,Ontime
45710,214,16/09/22,SiCepat,Makassar,Ujung Pandang,Next Day,1,4,Ontime
423899,215,2023/04/01,Ninja Xpress,Tangerang,Kosambi,Reguler,1,4,Ontime
183513,227,25/03/23,POS Indonesia,Bandar Lampung,Labuhan Ratu,Express,5,5,Ontime
493193,184,2022/03/10,J&T Express,Bogor,Bogor Tengah,Next Day,5,4,Ontime
558555,257,14/02/23,POS Indonesia,Palembang,Sukabangun,Same Day,5 days,2,Ontime
102829,191,18/11/22,JNE,Denpasar,Kuta,Express,1,4,Ontime
749961,214,27/01/23,Ninja Xpress,Padang,Bungus Teluk Kabung,Express,five,3,Ontime
537435,140,26/10/22,JNE,Denpasar,Padangsambian Klod,Reguler,five,3,Ontime
846953,208,25/01/23,Ninja Xpress,Pontianak,Pontianak Kota,Reguler,five,3,Ontime
608524,145,2023/08/01,JNE,Depok,Beji,Express,3,4,Ontime
437240,135,2023/04/02,Ninja Xpress,Makassar,Bontoala,Reguler,1,5,Ontime
283318,236,17/11/22,Ninja Xpress,Bandar Lampung,Langkapura,Same Day,five,3,Ontime
179507,294,24/01/23,SiCepat,Denpasar,Jimbaran,Same Day,five,3,Ontime
483608,245,2023/07/04,SiCepat,Batam,Sei Beduk,Reguler,4,4,Ontime
594331,283,18/05/23,J&T Express,Jakarta,Makasar,Next Day,2,5,Ontime
668653,130,2022/06/10,POS Indonesia,Surabaya,Lakarsantri,Same Day,five,3,Ontime
489406,114,2022/07/11,JNE,Palembang,Sukarami,Same Day,5,5,Ontime
880410,164,22/06/22,JNE,Malang,Pakisaji,Reguler,,1,Ontime
305583,286,17/01/23,Ninja Xpress,Palembang,Sukabangun,Express,2 days,2,Ontime
989352,122,2023/09/05,POS Indonesia,Yogyakarta,Mergangsan,Same Day,five,3,Ontime
535929,143,15/09/22,JNE,Palembang,Ilir Barat II,Same Day,5,5,Ontime
429234,216,2022/03/08,SiCepat,Surakarta,Banyudono,Reguler,,1,Ontime
620720,206,2022/09/09,SiCepat,Surabaya,Benowo,Next Day,five,3,Ontime
254873,296,29/06/22,JNE,Denpasar,Nusa Dua,Reguler,4 days,2,Ontime
79792,254,2022/07/12,SiCepat,Makassar,Tamalate,Express,2 days,2,Ontime
527259,270,2023/05/01,SiCepat,Palembang,Seberang Ulu I,Reguler,five,3,Ontime
279462,177,13/08/22,J&T Express,Denpasar,Sanur,Next Day,5 days,2,Ontime
926309,261,2023/05/04,Ninja Xpress,Batam,Batam Kota,Reguler,2 days,2,Ontime
11873,230,19/04/23,Ninja Xpress,Makassar,Ujung Pandang,Next Day,5 days,2,Ontime
111679,148,2022/06/10,Ninja Xpress,Jakarta,Ciracas,Same Day,1,4,Ontime
782946,151,27/09/22,SiCepat,Denpasar,Denpasar Utara,Reguler,2,5,Ontime
482296,245,2022/07/07,J&T Express,Padang,Pauh,Reguler,5,4,Ontime
219680,174,2023/08/03,POS Indonesia,Batam,Batam Kota,Express,1,4,Ontime
831488,281,2022/02/09,Ninja Xpress,Surabaya,Semampir,Same Day,1,5,Ontime
976019,184,19/08/22,JNE,Pekanbaru,Marpoyan Damai,Next Day,1,4,Ontime
718046,131,2023/01/02,Ninja Xpress,Surakarta,Serengan,Same Day,,1,Ontime
75014,111,13/04/23,Ninja Xpress,Surakarta,Kraton,Express,,1,Ontime
948156,282,2023/09/02,J&T Express,Bandung,Babakan Ciparay,Next Day,5 days,2,Ontime
726889,126,2022/02/09,Ninja Xpress,Surabaya,Simokerto,Next Day,,1,Ontime
74813,264,2022/03/12,Ninja Xpress,Padang,Nanggalo,Same Day,five,3,Ontime
842748,203,22/09/22,SiCepat,Bandung,Babakan Ciparay,Same Day,2,5,Ontime
258052,220,26/01/23,Ninja Xpress,Makassar,Biringkanaya,Reguler,,1,Ontime
212704,221,21/06/22,JNE,Bandung,Cidadap,Express,,1,Ontime
874103,208,2022/04/09,Ninja Xpress,Bandung,Panyileukan,Next Day,2 days,2,Ontime
370831,213,16/10/22,POS Indonesia,Semarang,Semarang Tengah,Next Day,,1,Ontime
459660,223,2022/10/10,JNE,Bogor,Citeureup,Reguler,five,3,Ontime
763307,145,16/12/22,JNE,Malang,Klojen,Express,,1,Ontime
830145,273,21/09/22,SiCepat,Medan,Medan Helvetia,Same Day,1,5,Ontime
463679,184,2022/11/06,Ninja Xpress,Pontianak,Pontianak Kota,Reguler,,1,Ontime
755327,252,14/11/22,JNE,Bandung,Bojongloa Kaler,Reguler,,1,Ontime
222352,170,2023/06/02,SiCepat,Makassar,Tamalate,Same Day,five,3,Ontime
794,135,2023/03/05,JNE,Makassar,Panakkukang,Same Day,five,3,Ontime
178561,155,2022/06/10,Ninja Xpress,Bandar Lampung,Sukarame,Next Day,five,3,Ontime
1885,243,2023/11/03,JNE,Padang,Pauh,Same Day,4 days,2,Ontime
341927,195,2023/09/02,J&T Express,Bandung,Cibeunying Kidul,Reguler,five,3,Ontime
367247,241,2023/04/02,SiCepat,Pontianak,Pontianak Barat,Reguler,5,4,Ontime
428191,244,2023/01/03,J&T Express,Yogyakarta,Kraton,Express,five,3,Ontime
324950,185,19/12/22,POS Indonesia,Yogyakarta,Keparakan,Next Day,,1,Ontime
928306,258,19/01/23,JNE,Denpasar,Renon,Same Day,,1,Ontime
810812,154,2023/02/03,JNE,Makassar,Batu,Same Day,,1,Ontime
900107,197,23/06/22,POS Indonesia,Surakarta,Batuwarno,Next Day,five,3,Ontime
145047,146,2022/01/12,POS Indonesia,Makassar,Ujung Pandang,Next Day,five,3,Ontime
866354,195,2022/06/09,POS Indonesia,Depok,Bojongsari,Express,,1,Ontime
313633,243,2023/11/06,Ninja Xpress,Surakarta,Kebakkramat,Next Day,5 days,2,Ontime
959186,238,23/07/22,SiCepat,Bekasi,Jati Sampurna,Express,five,3,Ontime
930047,188,25/06/22,SiCepat,Yogyakarta,Prawirotaman,Next Day,,1,Ontime
733719,295,2023/02/02,Ninja Xpress,Depok,Mekarsari,Same Day,2,4,Ontime
431759,135,14/12/22,POS Indonesia,Pekanbaru,Tampan,Same Day,,1,Ontime
683727,128,17/06/22,JNE,Padang,Padang Barat,Reguler,5 days,2,Ontime
854300,180,2023/08/01,Ninja Xpress,Bekasi,Jatiasih,Next Day,,1,Ontime
570298,266,16/03/23,POS Indonesia,Pontianak,Pontianak Utara,Next Day,five,3,Ontime
344704,119,13/04/23,POS Indonesia,Medan,Medan Johor,Next Day,4,4,Ontime
826691,137,14/08/22,Ninja Xpress,Semarang,Tugu Mulyo,Express,1 days,2,Ontime
242082,251,2022/10/09,J&T Express,Denpasar,Jimbaran,Same Day,5 days,2,Ontime
677301,189,27/04/23,J&T Express,Batam,Sagulung,Same Day,five,3,Ontime
191979,132,2023/03/04,POS Indonesia,Pekanbaru,Lima Puluh,Reguler,1,4,Ontime
944949,282,14/10/22,J&T Express,Bandar Lampung,Panjang,Next Day,5,4,Ontime
967210,164,23/12/22,POS Indonesia,Batam,Nongsa,Same Day,five,3,Ontime
38866,293,29/04/23,JNE,Bekasi,Jatiasih,Reguler,5,5,Ontime
303713,189,2023/11/04,Ninja Xpress,Bandung,Cibiru,Next Day,4,4,Ontime
544482,293,21/09/22,SiCepat,Yogyakarta,Mantrijeron,Express,five,3,Ontime
954553,221,14/08/22,SiCepat,Bekasi,Jatiwaringin,Reguler,3,5,Ontime
870676,121,2022/06/11,SiCepat,Bandar Lampung,Sukabumi,Reguler,5,4,Ontime
341638,217,24/07/22,Ninja Xpress,Denpasar,Denpasar Selatan,Reguler,five,3,Ontime
